196697 296194
1685 7455 6
1685 15757 13
1685 37992 1
1685 33955 1
1685 109496 1
1685 25369 1
1685 16632 1
1685 5969 4
1685 11393 2
1685 16365 1
1685 6362 6
1685 112983 1
1685 38759 1
1685 4900 1
1685 18192 3
1685 11551 5
1685 16657 2
1685 8975 11
1685 104949 4
1685 177958 2
1685 11540 9
1685 86045 3
1685 108763 3
1685 10188 8
1685 36743 1
1685 38758 1
1685 27450 3
1685 17564 3
1685 8619 3
1685 37345 3
1685 34200 2
1685 8215 1
1685 15326 4
1685 3039 1
1685 14327 4
1685 6154 5
1685 12945 9
1685 16666 1
1685 82468 5
1685 59270 1
1685 57589 2
1685 7791 1
1685 7322 5
1685 29717 10
1685 73154 2
1685 72413 2
1685 29930 3
1685 52455 2
1685 192728 2
1685 72520 2
1685 62895 2
1685 17291 40
1685 8985 6
1685 6985 3
1685 17067 3
1685 30492 1
1685 29140 5
1685 16452 2
1685 14646 1
1685 8970 3
1685 33280 3
1685 11532 2
1685 97239 5
1685 27108 1
1685 148209 1
1685 34199 2
1685 156591 1
1685 19830 4
1685 32894 16
1685 10095 8
1685 124401 4
1685 3334 4
1685 11530 4
1685 28143 2
1685 16212 3
1685 27861 2
1685 19555 1
1685 16976 2
1685 18997 8
1685 19445 3
1685 5038 1
1685 19201 1
1685 10105 2
1685 10924 1
1685 58562 5
1685 16975 5
1685 27776 1
1685 10189 12
1685 29693 1
1685 5995 2
1685 8154 3
1685 31906 3
1685 2370 2
1686 50336 1
1686 153361 2
1686 176040 2
1686 46760 1
1686 153301 1
1686 117350 1
1686 46554 3
1686 139633 1
1686 47238 3
1686 175930 8
1686 1708 4
1686 129241 2
1686 1893 1
1687 2374 4
1687 5193 3
1687 7595 3
1687 12444 1
1687 7198 4
1687 12175 12
1687 23553 2
1687 15345 1
1687 7196 2
1687 18341 1
1687 3529 12
1687 50624 1
1687 12643 1
1687 2377 1
1687 93684 2
1687 6246 1
1687 28899 1
1687 111324 1
1687 3484 14
1687 18340 2
1687 14136 1
1687 7455 3
1687 25889 1
1687 34343 1
1687 42618 2
1687 99370 1
1687 33880 1
1687 37349 1
1687 26774 1
1687 20669 15
1687 26969 1
1688 20464 1
1689 25382 4
1689 10832 4
1689 3529 3
1689 25133 5
1689 1691 17
1689 14386 1
1690 31942 4
1690 3690 2
1690 8321 3
1690 91532 1
1690 10997 1
1690 39078 1
1690 13502 2
1690 38904 5
1690 10323 2
1690 22379 1
1690 45655 1
1690 3172 1
1690 10337 1
1690 9345 2
1690 3174 4
1690 7038 1
1690 21499 1
1690 28227 1
1690 126626 1
1690 40545 1
1690 37390 1
1690 22347 1
1690 10325 10
1690 2077 3
1690 58044 1
1690 13395 1
1690 4737 1
1690 12594 1
1690 9791 1
1690 10327 1
1690 9064 3
1690 89804 1
1690 20474 1
1690 83079 1
1690 21813 1
1690 135247 1
1690 37294 1
1690 14067 1
1690 20586 2
1690 33408 1
1690 3981 1
1690 10683 1
1690 10053 5
1690 8326 1
1690 124547 1
1690 18228 1
1690 3052 5
1690 7793 3
1690 100860 1
1690 22521 1
1690 27844 24
1690 20102 1
1691 22935 4
1691 10348 2
1691 182110 1
1691 22424 4
1691 13324 1
1691 20168 2
1691 52884 3
1691 26439 1
1691 37681 2
1691 31188 1
1691 32189 1
1691 61841 3
1691 80540 1
1691 38727 31
1691 155337 1
1691 15319 1
1691 20984 1
1691 35973 1
1691 12339 1
1691 51874 4
1691 70955 6
1691 52873 1
1691 61904 1
1691 11390 1
1691 33664 8
1691 8246 13
1691 7324 2
1691 13704 1
1691 2374 1
1691 47299 1
1691 68559 1
1691 175887 1
1691 122704 1
1691 62056 1
1691 31887 1
1691 68409 1
1691 17718 6
1691 59928 1
1691 164668 1
1691 17366 1
1691 81140 16
1691 35972 1
1691 23553 1
1691 13832 15
1691 4903 1
1691 14646 3
1691 132390 7
1691 8804 6
1691 25967 2
1691 44733 4
1691 33671 16
1691 4826 2
1691 10352 1
1691 51864 1
1691 139163 3
1691 5291 1
1691 3535 8
1691 18199 1
1691 4408 1
1691 5996 1
1691 25715 1
1691 47530 9
1691 26112 1
1691 11853 6
1691 11724 33
1691 8618 4
1691 16410 1
1691 8242 2
1691 22276 1
1691 35974 1
1691 20913 1
1691 17378 1
1691 7198 11
1691 33387 1
1691 68069 1
1691 3350 1
1691 70463 1
1691 21813 17
1691 85057 1
1691 10789 3
1691 7456 1
1691 3051 10
1691 26665 3
1691 58571 4
1691 32806 8
1691 28474 1
1691 53280 19
1691 33663 5
1691 3176 10
1691 14387 5
1691 11799 3
1691 3338 4
1691 3052 21
1691 5060 2
1691 4418 1
1691 3072 1
1691 9090 5
1691 56755 1
1691 106980 1
1691 6249 3
1691 7199 1
1691 5673 1
1691 17522 2
1691 8036 1
1691 8235 2
1691 11600 8
1691 48794 3
1691 116402 4
1691 186465 4
1691 12063 12
1691 38759 1
1691 8154 5
1691 17516 2
1691 2370 172
1691 7455 25
1691 10104 11
1691 3143 8
1691 9089 1
1691 19065 1
1691 55706 2
1691 36855 5
1691 4348 2
1691 5130 4
1691 8031 9
1691 15508 1
1691 76087 1
1691 6246 31
1691 94196 1
1691 49754 2
1691 9116 2
1691 20462 12
1691 8210 6
1691 7595 15
1691 70466 1
1691 110231 1
1691 17359 1
1691 11798 1
1691 70465 2
1691 16703 12
1691 2366 1
1691 8985 4
1691 17304 2
1691 23474 2
1691 8241 9
1691 3934 9
1691 15757 3
1691 134821 1
1691 132962 1
1691 2369 1
1691 8006 3
1691 6364 2
1691 8256 11
1691 20966 2
1691 78914 2
1691 12924 2
1691 14940 1
1691 10336 3
1691 27647 1
1691 49220 1
1691 3632 12
1691 13164 2
1691 59998 1
1691 3340 1
1691 19593 1
1691 4349 8
1691 61511 1
1691 48261 6
1691 4660 2
1691 25382 1
1691 6037 2
1691 131487 6
1691 8975 1
1691 7197 3
1691 62043 1
1691 13130 1
1691 20548 1
1691 8076 1
1691 9121 1
1691 83797 3
1691 12644 1
1691 26436 1
1691 14354 1
1691 36679 9
1691 7693 12
1691 21436 4
1691 10821 10
1691 9960 2
1691 4900 8
1691 12806 2
1691 98386 2
1691 20506 3
1691 19503 1
1691 16145 2
1691 19944 1
1691 23691 1
1691 2375 48
1691 23609 1
1691 9704 7
1691 33666 2
1691 8984 1
1691 3529 30
1691 18491 2
1691 82297 3
1691 2143 9
1691 34471 2
1691 48613 3
1691 1692 5
1691 15180 1
1691 11750 8
1691 20789 1
1691 8973 1
1691 3050 16
1691 129819 2
1691 34048 4
1691 4628 1
1691 122703 1
1691 8213 4
1691 16966 2
1691 17372 1
1691 111961 1
1691 3488 1
1691 102015 3
1691 26105 2
1691 2668 1
1691 7320 4
1691 11495 8
1691 17953 1
1691 103879 2
1691 55430 8
1691 66093 2
1691 53733 1
1691 19564 1
1691 169533 1
1691 33670 1
1691 5891 1
1691 87000 5
1691 3165 2
1691 12176 1
1691 10550 4
1691 11004 1
1691 2379 27
1691 4729 5
1691 5679 14
1691 3169 11
1691 6865 14
1691 103963 3
1691 9275 22
1691 8224 1
1691 1923 1
1691 6153 1
1691 23098 1
1691 117191 1
1691 11456 7
1691 6985 3
1691 18197 2
1691 4736 7
1691 12805 19
1691 15291 7
1691 23531 1
1691 30492 1
1691 140386 1
1691 15230 5
1691 16632 2
1691 7453 4
1691 66227 1
1691 12067 4
1691 25351 2
1691 43465 1
1691 70464 1
1691 27158 2
1691 19712 21
1691 21199 2
1691 62423 24
1691 31367 6
1691 70467 1
1691 104786 1
1691 189592 3
1691 22423 2
1691 26064 1
1691 18781 1
1691 14136 13
1691 8251 11
1691 42612 2
1691 11521 10
1691 10364 1
1691 23812 1
1691 23103 1
1691 96749 1
1691 20668 1
1691 47259 1
1691 5193 1
1691 36615 1
1691 25272 5
1691 22757 7
1691 11005 10
1691 24337 1
1691 14389 8
1691 29991 1
1691 30960 1
1691 16895 1
1691 5038 1
1691 3932 1
1691 109066 1
1691 17134 3
1691 7711 3
1691 42575 1
1691 16739 4
1691 16469 13
1691 86083 14
1691 33805 1
1691 129955 2
1691 29140 4
1691 5890 4
1691 8229 17
1691 17771 2
1691 57093 7
1691 6035 2
1691 3170 1
1691 120815 1
1691 7325 1
1691 26236 1
1691 12281 1
1691 51871 2
1691 52885 1
1691 2376 6
1691 42623 1
1691 70468 1
1691 27329 1
1691 23944 4
1692 6307 2
1692 7693 2
1692 39881 1
1692 121278 3
1692 33296 3
1692 25393 1
1692 15343 1
1692 79741 1
1692 2370 3
1692 21496 2
1692 111961 1
1692 55357 3
1692 3694 20
1692 18340 1
1692 43873 1
1692 2143 4
1692 23167 1
1693 29536 1
1693 8236 5
1693 3053 2
1693 20105 1
1693 7325 5
1693 10012 2
1693 5958 1
1693 20597 2
1693 13522 4
1693 23063 2
1693 20913 1
1693 8213 30
1693 12174 3
1693 20668 15
1693 8211 3
1693 103805 1
1693 34875 8
1693 28899 4
1693 25314 4
1693 65522 1
1693 13855 1
1694 8926 1
1694 1979 1
1694 9964 1
1694 14727 1
1694 11368 1
1694 46532 1
1694 21222 1
1694 52547 1
1694 61438 1
1694 143580 1
1694 79165 2
1694 37805 2
1694 53582 2
1694 7620 1
1694 1695 1
1695 79047 1
1696 1697 1
1696 19239 1
1698 1699 2
1699 47535 4
1699 79048 2
1699 136746 1
1701 5673 3
1701 2473 1
1701 117352 1
1701 1702 1
1701 12414 2
1701 132180 1
1701 20099 1
1701 69915 4
1701 10872 2
1701 81629 3
1701 168407 1
1701 168294 1
1701 3167 1
1703 66955 2
1703 102813 1
1703 83412 1
1703 9666 3
1703 70277 1
1703 192649 1
1703 195699 1
1703 1705 1
1703 100232 1
1703 191791 1
1703 7507 1
1703 15594 5
1703 148425 1
1703 88232 1
1703 42775 1
1703 43228 2
1703 25999 2
1703 90965 1
1703 73872 1
1703 37943 1
1703 69234 1
1703 39144 1
1703 37402 2
1703 151094 1
1703 136627 1
1703 39878 3
1703 187564 1
1703 113639 1
1703 19746 1
1703 171613 1
1703 43044 4
1703 101668 1
1703 109996 3
1703 1864 1
1703 19843 1
1703 90332 2
1703 36451 3
1703 171706 1
1703 97789 3
1703 28085 7
1703 144832 1
1703 73063 1
1703 13070 1
1703 127758 1
1703 171065 1
1703 25878 3
1703 41510 7
1703 76738 1
1703 69547 1
1703 9561 1
1703 190602 1
1703 1704 6
1703 100516 1
1703 39589 4
1703 27848 1
1703 77190 1
1703 85251 1
1703 76921 1
1703 50487 1
1703 41058 5
1703 69765 2
1703 128678 1
1703 121164 1
1703 19619 3
1703 95463 1
1703 8564 1
1703 99632 2
1703 22959 1
1703 44381 1
1703 75219 1
1703 140548 1
1703 39546 1
1703 187599 1
1703 25948 1
1703 146442 1
1703 144791 1
1703 88389 1
1703 74392 11
1703 182515 1
1703 76261 2
1703 7606 3
1703 40510 1
1703 27499 2
1703 4079 1
1703 91857 2
1703 15567 4
1703 25793 1
1704 1705 1
1706 190235 2
1706 1707 1
1706 129815 1
1709 84768 1
1709 28717 1
1709 60278 2
1709 124938 1
1709 110957 1
1709 72222 3
1709 129922 1
1709 51377 1
1709 50494 11
1709 97805 1
1709 50844 1
1709 42842 4
1709 75594 1
1709 113528 1
1709 53637 1
1709 124342 1
1709 29875 1
1709 172982 1
1709 51474 1
1709 106697 1
1709 19520 1
1709 56909 1
1709 107390 1
1709 2640 5
1709 3274 10
1709 125968 3
1709 6723 1
1709 128956 1
1709 106135 2
1709 188249 1
1709 52303 6
1709 17145 1
1709 93601 6
1709 92807 2
1709 45919 2
1709 76469 1
1709 47961 2
1709 84773 1
1709 16672 3
1709 94291 1
1709 105345 1
1709 9266 1
1709 54591 1
1709 5485 1
1709 103966 1
1709 3086 1
1709 84772 9
1709 3551 2
1709 4346 1
1709 71047 1
1709 101032 1
1709 5364 2
1709 97154 2
1709 52113 1
1709 88337 1
1709 112945 2
1709 10286 1
1709 193130 1
1709 153052 3
1709 42890 1
1709 188269 2
1709 100443 2
1709 110170 2
1709 195398 1
1709 39724 3
1709 80351 1
1709 47960 9
1709 25457 2
1709 181258 5
1709 36121 1
1709 51335 1
1709 1710 1
1709 49601 1
1709 1959 5
1709 3634 1
1709 72982 1
1709 104575 1
1709 2304 2
1709 7807 1
1711 36538 1
1711 1712 4
1712 36538 1
1713 80330 1
1714 1715 2
1716 1717 1
1716 26206 1
1717 5355 1
1717 104263 1
1718 129925 1
1718 80294 1
1718 1772 1
1718 176046 1
1718 7250 1
1719 1720 1
1720 46486 1
1721 1722 1
1723 12836 1
1723 44019 1
1723 1724 1
1723 39663 2
1723 41668 1
1724 6933 1
1724 79075 1
1724 79076 1
1724 33193 1
1724 129930 1
1725 1726 1
1726 17712 1
1727 1728 1
1729 183108 2
1729 23110 1
1729 1730 1
1729 7231 1
1731 1732 2
1732 154060 1
1732 79578 1
1732 79081 2
1732 129931 1
1732 104029 2
1732 103836 1
1732 130614 1
1732 151891 1
1732 2111 1
1733 1734 1
1736 47047 1
1736 120052 1
1736 122708 1
1736 107345 1
1736 40368 1
1736 153468 2
1736 150743 1
1736 6835 1
1736 117732 1
1736 20961 1
1736 2834 1
1736 153470 1
1736 50535 1
1736 126856 1
1736 148245 1
1736 96811 2
1736 77262 7
1736 40367 1
1736 9680 1
1736 180061 1
1736 95118 1
1736 104369 3
1736 2876 1
1736 35319 1
1736 79702 1
1736 117918 1
1736 146843 1
1736 1737 1
1736 121172 3
1736 3601 1
1736 187069 7
1736 2839 1
1736 34592 3
1736 133586 1
1736 79583 1
1736 104368 1
1736 162747 1
1736 118042 1
1736 79701 1
1736 144515 1
1736 164273 1
1736 165980 2
1736 169235 1
1736 191942 1
1736 56586 2
1737 129934 1
1737 1738 1
1737 176047 1
1738 2431 1
1739 167772 1
1739 1740 1
1739 9210 1
1739 8031 4
1739 9633 1
1739 14645 2
1739 30906 2
1739 10187 1
1739 28540 1
1739 3168 4
1739 10556 1
1739 117887 1
1739 17924 1
1739 9275 3
1739 11793 4
1739 17375 1
1740 4340 2
1740 20590 1
1740 4740 1
1740 53586 1
1741 1742 1
1742 117134 3
1742 47261 4
1742 47583 1
1743 66304 1
1743 4552 3
1743 9155 1
1743 105512 2
1743 4628 3
1743 5969 7
1743 20521 2
1743 162005 1
1743 1744 4
1743 100555 1
1743 65173 5
1743 4554 1
1743 14180 2
1743 10085 1
1743 16251 2
1743 4551 2
1743 13896 2
1744 86476 2
1744 21302 2
1744 47584 5
1744 132116 3
1744 50394 1
1745 1746 4
1748 1749 1
1750 107515 1
1750 9385 1
1750 104437 4
1750 29742 1
1750 182251 1
1750 107132 1
1750 184281 1
1750 1751 1
1750 59672 1
1750 61014 1
1750 175743 1
1750 186745 1
1750 49746 1
1750 5353 1
1752 26081 2
1752 3245 1
1752 190814 1
1752 138505 1
1752 155157 2
1752 27473 1
1752 166448 1
1752 160924 1
1752 29081 1
1752 131287 1
1752 100741 1
1752 19520 1
1752 42842 1
1752 4327 1
1752 44469 9
1752 168409 1
1752 185053 1
1752 81258 1
1752 170013 3
1752 31806 4
1752 146390 1
1752 37447 8
1752 28780 22
1752 154979 1
1752 49543 1
1752 167395 1
1752 3089 1
1752 1753 1
1752 5466 16
1752 170550 3
1752 168382 1
1752 22419 9
1752 148634 1
1752 143920 4
1752 25065 6
1752 42246 1
1752 162947 1
1752 43190 15
1752 193558 1
1752 73028 1
1752 154265 1
1754 1755 1
1755 12878 1
1755 153394 1
1756 1757 4
1756 1758 1
1757 1759 4
1757 80512 1
1757 104273 1
1757 1758 5
1758 13446 1
1758 1759 5
1759 3981 1
1759 7180 1
1759 114428 2
1759 13446 6
1759 47741 1
1759 23906 2
1759 186100 5
1760 34263 4
1760 20301 2
1760 157809 2
1760 59880 1
1760 10827 1
1760 20308 1
1760 59878 3
1760 31542 2
1760 20312 2
1760 20298 1
1760 20311 1
1760 85112 1
1760 29452 1
1760 30063 1
1760 59876 1
1760 1761 1
1760 15775 1
1760 23626 5
1760 146053 1
1760 20303 2
1760 59879 1
1760 11843 1
1760 46324 1
1760 98318 1
1760 20300 4
1760 161828 2
1760 20310 1
1760 20307 1
1760 24537 9
1760 59875 5
1760 8416 1
1760 66507 1
1760 28040 2
1760 184317 6
1760 63552 2
1760 62133 1
1760 160960 4
1760 20304 2
1760 103920 1
1760 13154 1
1760 113171 2
1760 20313 1
1760 30231 1
1760 59448 1
1760 20677 1
1760 14451 1
1760 38090 3
1760 190946 1
1760 20306 1
1760 112128 1
1760 101261 1
1760 87995 1
1760 20204 1
1760 104553 1
1760 15317 1
1760 59874 1
1760 35073 1
1760 20305 2
1760 181149 1
1760 20302 1
1760 20299 1
1760 25596 1
1760 14539 1
1760 20309 1
1760 19672 1
1760 59877 1
1760 87625 1
1760 86081 1
1760 13657 1
1762 1763 1
1762 48527 1
1763 104275 1
1763 47603 6
1763 48527 2
1763 47604 2
1763 47605 1
1763 79092 4
1763 47602 1
1764 1765 1
1764 9802 1
1766 1767 4
1766 49989 1
1766 86476 1
1766 86305 1
1767 60976 1
1767 34412 1
1767 159778 1
1768 24853 1
1768 129278 1
1768 153438 1
1768 155818 1
1768 156820 2
1770 140000 1
1770 96781 1
1770 139002 1
1770 180340 2
1770 1771 1
1770 157892 1
1772 1773 1
1772 93175 5
1772 19533 2
1772 69854 2
1772 58321 5
1772 152853 1
1772 18310 1
1772 166722 2
1772 32052 1
1772 171369 1
1772 8546 1
1772 175313 1
1772 31825 2
1772 120076 2
1772 163928 3
1772 38438 2
1772 9786 4
1772 152887 1
1772 194038 2
1772 5695 1
1774 91424 1
1774 30769 2
1774 93454 4
1774 14512 1
1774 67712 3
1774 105011 1
1774 21672 4
1774 187725 1
1774 34865 7
1774 34864 2
1774 171055 1
1774 122973 1
1774 6414 1
1774 91425 6
1774 122084 2
1774 31214 2
1774 10753 1
1774 76008 3
1774 1775 2
1774 39559 1
1774 65118 3
1774 28312 6
1774 99053 5
1774 39783 4
1774 28859 5
1774 138908 2
1774 95311 5
1774 14511 14
1774 7783 3
1774 128282 1
1774 69453 3
1774 96177 10
1774 44547 1
1774 57012 1
1774 14513 1
1774 110209 1
1774 81046 1
1774 165887 1
1775 28859 1
1776 1777 1
1777 153400 1
1777 47612 1
1777 104280 1
1777 91571 1
1777 12708 1
1777 1778 1
1778 35156 1
1778 12708 1
1779 160108 2
1779 161142 2
1779 189353 2
1779 170596 4
1779 50457 1
1779 1780 4
1779 17676 2
1779 171496 2
1779 59185 14
1779 73746 2
1779 185592 2
1779 13993 4
1779 61861 1
1779 75186 1
1779 140955 1
1779 6089 1
1779 37387 7
1779 106664 1
1779 159445 2
1779 153794 1
1779 153725 1
1779 142553 1
1779 152842 1
1779 63780 1
1779 6088 14
1779 40616 2
1779 9892 5
1779 76317 1
1779 1870 1
1779 6169 2
1780 176062 1
1780 28233 1
1780 176061 1
1780 47613 2
1780 6169 1
1780 79096 1
1780 80425 1
1781 9411 1
1781 54796 1
1781 5039 2
1781 115176 1
1781 20175 3
1781 62164 1
1781 9626 2
1781 6363 1
1781 71449 1
1781 24453 1
1781 26176 8
1781 95990 1
1781 24260 11
1781 194079 1
1781 22509 2
1781 37327 2
1781 14365 1
1781 21752 6
1781 5675 2
1781 37330 14
1781 22506 19
1781 72013 5
1781 66000 1
1781 53316 3
1781 22068 2
1781 54126 2
1781 66495 1
1781 112397 2
1781 48904 2
1781 94599 1
1781 22507 8
1781 10595 1
1781 37328 2
1781 95042 1
1781 38417 1
1781 1782 1
1781 108710 4
1781 4552 1
1781 34926 4
1781 97525 2
1781 37329 2
1781 24037 6
1781 30223 6
1781 27129 1
1781 34034 8
1781 167557 2
1782 36557 1
1782 3175 1
1783 1784 3
1783 34443 3
1784 26558 1
1784 43231 1
1784 178280 1
1784 78548 1
1784 136354 4
1784 64825 1
1784 52571 2
1784 67571 1
1784 78433 1
1784 175987 1
1784 50079 1
1786 1787 1
1786 5485 2
1786 44074 1
1786 41338 1
1786 76905 1
1786 92476 2
1786 102683 1
1786 118393 1
1786 17770 1
1786 7511 1
1786 67172 1
1786 62834 1
1786 71359 1
1787 31552 1
1787 79104 1
1787 1790 1
1787 20492 1
1787 47625 1
1787 103631 1
1787 47623 1
1787 47624 1
1787 47622 1
1787 176066 1
1787 129953 1
1787 1789 1
1787 1788 1
1787 38701 1
1787 79105 1
1788 1904 1
1788 154043 1
1788 3089 1
1788 7511 1
1789 39566 1
1790 22076 1
1792 18736 6
1792 103805 7
1792 3880 1
1792 26196 1
1792 7236 5
1792 5094 2
1792 47626 1
1792 38756 1
1792 10689 1
1793 1794 5
1793 4423 1
1795 1796 1
1797 1798 1
1797 120770 1
1797 144824 1
1797 183865 1
1797 21944 1
1797 99059 1
1797 191058 1
1798 56976 1
1798 12187 1
1798 153410 1
1798 1799 1
1799 6875 1
1799 27788 1
1799 3528 1
1799 98261 1
1799 64747 1
1799 16138 1
1799 149036 1
1799 9697 1
1800 1801 2
1801 129433 1
1802 15264 1
1802 20588 2
1802 52574 1
1802 10600 1
1802 10790 1
1802 5969 1
1802 29681 1
1802 87114 1
1802 35808 1
1802 19077 1
1802 23314 1
1802 40180 1
1802 88501 2
1802 90737 1
1802 39274 1
1802 27895 1
1802 34264 1
1802 85984 1
1802 16923 1
1802 7331 3
1802 3511 1
1802 63252 1
1802 58513 1
1802 19965 1
1802 7851 1
1802 84280 1
1802 94222 2
1802 10578 1
1802 60301 1
1802 81854 1
1802 36667 1
1802 73580 1
1802 38633 1
1802 64423 1
1802 88520 1
1802 81063 1
1802 2612 1
1802 14703 1
1802 11854 1
1802 97276 1
1802 99383 1
1802 12435 1
1802 20545 1
1802 20812 3
1802 11545 1
1802 101129 1
1802 22701 1
1802 13261 3
1802 28490 1
1802 18037 1
1802 24486 1
1802 6947 1
1802 88273 1
1802 86845 1
1802 34670 1
1802 12746 1
1802 2424 1
1802 81925 1
1802 26547 1
1802 26683 3
1802 20809 1
1802 17357 1
1802 11594 1
1802 101171 1
1802 16474 1
1802 15624 1
1802 95306 1
1802 49219 1
1802 92238 1
1802 11554 1
1802 20143 1
1802 1803 1
1802 97514 1
1802 25381 1
1802 101587 1
1802 5505 1
1802 35135 1
1802 95981 1
1802 10188 1
1802 28489 1
1802 38266 1
1802 20811 2
1802 10595 1
1802 23700 1
1802 7037 1
1802 28938 1
1802 89239 1
1802 15322 6
1802 107300 1
1802 90592 2
1802 13010 1
1802 31616 1
1802 26893 1
1802 3177 1
1802 64410 1
1802 98685 1
1802 103217 1
1802 52578 1
1802 10190 1
1802 18886 2
1802 10552 2
1802 85013 1
1802 12248 1
1802 5371 2
1802 36338 1
1802 31615 1
1802 3340 1
1802 93882 1
1802 12789 1
1802 19330 1
1802 102769 1
1802 47319 1
1802 95933 1
1802 56601 1
1802 20810 1
1802 97605 1
1802 23572 1
1802 58294 1
1802 88371 1
1802 97033 1
1802 21952 1
1802 10110 1
1802 86060 1
1802 48713 2
1802 16212 2
1802 11534 1
1802 10914 1
1802 43088 1
1802 15325 1
1802 60174 1
1802 12939 1
1802 30908 1
1802 27193 1
1802 3690 1
1802 90681 1
1802 59104 1
1802 57545 1
1802 16775 1
1802 97704 1
1802 53316 3
1802 4628 1
1802 88272 2
1802 13680 1
1802 93230 1
1802 102026 1
1802 87030 1
1802 27195 1
1802 34471 1
1802 73813 1
1802 19334 1
1802 28014 1
1802 14109 1
1802 14588 1
1802 95658 1
1802 65046 1
1802 90879 1
1802 90029 1
1802 20808 2
1802 95290 1
1802 3527 1
1802 6822 1
1802 61475 1
1802 39600 1
1802 46107 1
1802 10393 1
1802 7906 2
1802 10550 1
1802 8970 3
1802 70546 1
1802 12745 1
1802 31867 1
1802 23468 1
1802 34601 1
1802 28629 9
1802 32487 1
1802 13832 1
1802 38723 1
1802 9076 1
1802 13774 1
1802 8226 1
1802 25441 1
1802 7722 7
1802 10918 2
1802 38921 1
1802 82098 1
1802 9791 1
1802 99309 1
1802 184524 1
1802 11725 1
1802 95252 1
1802 20555 2
1802 88675 1
1802 13822 1
1802 38722 1
1802 27608 1
1802 32935 1
1802 27484 1
1802 90028 1
1802 100221 1
1802 26148 1
1802 20807 2
1802 28457 1
1802 25968 1
1802 16397 1
1802 81851 1
1802 57306 3
1802 70190 1
1802 81506 1
1802 87603 2
1802 10364 1
1802 60313 2
1802 27329 1
1803 68108 1
1803 41097 1
1803 23082 3
1803 12646 1
1803 32866 2
1803 68949 5
1803 23589 1
1803 55633 13
1803 7045 1
1804 1805 1
1804 50761 2
1804 10987 2
1804 22737 2
1804 15507 2
1804 18950 2
1804 69951 2
1804 33177 2
1806 22510 2
1806 1807 2
1806 162911 9
1809 23553 3
1809 18854 1
1809 129955 1
1809 89937 1
1809 109455 1
1809 11004 2
1809 23609 2
1809 146059 2
1809 104299 4
1809 64241 1
1809 13116 1
1809 3934 7
1809 87041 1
1809 3529 1
1809 3558 1
1809 12177 1
1809 3537 1
1809 129956 1
1809 4348 4
1809 79108 1
1809 8241 1
1809 33257 4
1809 39489 1
1810 1811 1
1810 31236 1
1810 1962 2
1811 1813 1
1811 1812 1
1811 1816 2
1811 1815 1
1811 104133 1
1811 1814 1
1811 1817 1
1812 103805 1
1813 1962 5
1814 1962 1
1815 19364 2
1815 35910 1
1815 1962 6
1815 34594 1
1816 1962 4
1817 19364 2
1817 33982 1
1817 1962 3
1819 3398 4
1819 1820 4
1819 16461 15
1819 68409 6
1819 8988 1
1819 86805 1
1819 26436 2
1819 47643 2
1819 3052 3
1819 69577 1
1819 3169 13
1819 135668 1
1819 11175 16
1819 175647 1
1819 104302 2
1819 143564 1
1819 4300 1
1819 19464 2
1819 5876 2
1819 52198 1
1819 14524 2
1819 9153 6
1819 21235 1
1819 3178 2
1819 20466 1
1819 2366 1
1819 3170 8
1819 28716 7
1819 20017 1
1819 18209 4
1819 30972 1
1819 14136 2
1819 38058 1
1819 3054 4
1819 11084 10
1819 149638 1
1819 2380 3
1820 1925 9
1820 11521 3
1820 6032 2
1820 89841 1
1820 8240 1
1820 33262 1
1820 5995 1
1820 3072 10
1820 66007 1
1820 5060 2
1820 12177 16
1820 12339 1
1820 11935 1
1820 20045 1
1820 13307 1
1820 109359 1
1820 85929 4
1820 36996 1
1820 87041 1
1820 12338 1
1820 83990 3
1820 26411 5
1820 34787 1
1820 17520 1
1820 5958 2
1820 59704 1
1820 3333 3
1820 9776 1
1820 83989 15
1820 6034 3
1820 20913 1
1820 12341 4
1820 85646 3
1820 53733 1
1820 52883 1
1820 109365 18
1820 8235 7
1820 21703 1
1820 20597 1
1820 49039 1
1820 105789 1
1820 6602 1
1820 12342 1
1820 36895 1
1820 59853 1
1820 20009 1
1820 59656 1
1820 17364 2
1820 11794 5
1820 17524 1
1820 15345 1
1820 7553 1
1820 16739 1
1820 11793 1
1820 23536 1
1820 83987 2
1820 60508 1
1820 68069 1
1820 4729 2
1820 19525 1
1820 13522 1
1820 7437 1
1820 12805 7
1820 109361 1
1820 30447 1
1820 8211 1
1820 180673 1
1820 19503 2
1820 25517 1
1820 12340 2
1820 109360 1
1820 14332 2
1820 17134 1
1820 63837 2
1820 8985 1
1820 43735 1
1820 109363 1
1820 8229 2
1820 50624 1
1820 19504 2
1820 12647 1
1820 11797 1
1820 8242 4
1820 5679 1
1820 10832 1
1820 34469 1
1820 109362 1
1820 18032 2
1820 67341 1
1820 14645 1
1820 11085 4
1820 10260 1
1820 10551 2
1820 8213 4
1820 17946 4
1820 6601 4
1820 12281 2
1820 59333 1
1820 9091 5
1820 34048 1
1820 68561 6
1820 10189 3
1820 109364 1
1820 160818 1
1820 22360 1
1820 6307 5
1820 27158 3
1820 3488 13
1820 31887 1
1820 8988 1
1820 4761 1
1820 14646 1
1820 8246 1
1820 15111 4
1820 75518 1
1820 3176 2
1820 115720 1
1820 6037 1
1820 9704 11
1820 2371 1
1820 3531 3
1820 3484 2
